ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-SMILES,REACTION-DIRECTION
RXN-8510,PWY-5411,True,CC(C2(\CC[C@@H]3([C@@]1([C@H]([C@@](CCC1)(C=O)C)C\C=C(/C=2)/3)C)))C.O=O,CC(C)C1(\CC[C@H]2(C(/C=1)=C/C[C@@H]3([C@@](C)2CCC[C@](C([O-])=O)(C)3))).O.[H+],CC(C2(\CC[C@@H]3([C@@]1([C@H]([C@@](CCC1)(C=O)C)C\C=C(/C=2)/3)C)))C.O=O>>CC(C)C1(\CC[C@H]2(C(/C=1)=C/C[C@@H]3([C@@](C)2CCC[C@](C([O-])=O)(C)3))).O.[H+],LEFT-TO-RIGHT
RXN3O-470,PWY3O-440,False,CC=O,CC(O)C(=O)C,CC=O>>CC(O)C(=O)C,LEFT-TO-RIGHT
RXN-13937,PWY-7163,True,C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].COC3(\C=C/C(/C1(/OC2(\C(\C(=O)C(/[O-])=1)=C(/C=C(/C=2)/O)\O)))=C\C=3),COC3(\C=C/C(/C1(/OC2(\C(\C(=O)C(/OC)=1)=C(/C=C(/C=2)/O)\O)))=C\C=3).C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+],C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].COC3(\C=C/C(/C1(/OC2(\C(\C(=O)C(/[O-])=1)=C(/C=C(/C=2)/O)\O)))=C\C=3)>>COC3(\C=C/C(/C1(/OC2(\C(\C(=O)C(/OC)=1)=C(/C=C(/C=2)/O)\O)))=C\C=3).C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+],LEFT-TO-RIGHT
1.14.13.42-RXN,PWY-861,True,C(CC1(\C=C/C(/O)=C\C=1))#N.O=O,C1(/C=C(\C=C/C(/[C@H](O)C#N)=1)/O).O,C(CC1(\C=C/C(/O)=C\C=1))#N.O=O>>C1(/C=C(\C=C/C(/[C@H](O)C#N)=1)/O).O,LEFT-TO-RIGHT
4.2.3.27-RXN,PWY-6270,False,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C=CC(C)=C.O=P(O)(OP([O-])([O-])=O)[O-],CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)=C.O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
2.7.9.3-RXN,PWY-6281,False,O.[Se-2].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-],[O-]P([O-])(O)=[Se].[O-]P(=O)(O)[O-].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O,O.[Se-2].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-]>>[O-]P([O-])(O)=[Se].[O-]P(=O)(O)[O-].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O,LEFT-TO-RIGHT
RXN-11234,UNK,False,CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O.CCO,CCCCCC[C@@H](O)C\C=C/CCCCCCCCCC(=O)[O-].O,CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O.CCO>>CCCCCC[C@@H](O)C\C=C/CCCCCCCCCC(=O)[O-].O,
ALCOHOL-DEHYDROG-RXN,ETOH-ACETYLCOA-ANA-PWY,False,CCO.C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5),CC=O.C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+],CCO.C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5)>>CC=O.C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+],LEFT-TO-RIGHT
RXN-14110,PWY-7192,True,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(=O)C4(/C(/O)=C\C(\[O-])=C/C(/OC(\C2(/C=C(C(/O)=C\C=2)/O))=3)=4))).C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O),C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C([C@H]4(O[C@@H](OC2(\C(C3(/C(/OC(\C1(/C=C\C(\O)=C(/C=1)\O))=2)=C\C(\O)=C/C(/O)=3))=O))[C@@H]([C@@H](O)[C@H]4O)O[C@H]5([C@@H]([C@H]([C@H](O)[C@H](O5)CO)O)O)))O.C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)),C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(=O)C4(/C(/O)=C\C(\[O-])=C/C(/OC(\C2(/C=C(C(/O)=C\C=2)/O))=3)=4))).C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O)>>C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C([C@H]4(O[C@@H](OC2(\C(C3(/C(/OC(\C1(/C=C\C(\O)=C(/C=1)\O))=2)=C\C(\O)=C/C(/O)=3))=O))[C@@H]([C@@H](O)[C@H]4O)O[C@H]5([C@@H]([C@H]([C@H](O)[C@H](O5)CO)O)O)))O.C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)),LEFT-TO-RIGHT
RXN-8386,PWY-5365,True,CC(O)(C)[C@H]1(OC2(\C(/C1)=C/C3(\C=C/C(OC(/C=2)=3)=O))).O=O,C2(\C3(\C=C1(\C=C/OC/1=C/C(OC(\C=2)=O)=3))).CC(=O)C.O,CC(O)(C)[C@H]1(OC2(\C(/C1)=C/C3(\C=C/C(OC(/C=2)=3)=O))).O=O>>C2(\C3(\C=C1(\C=C/OC/1=C/C(OC(\C=2)=O)=3))).CC(=O)C.O,LEFT-TO-RIGHT
RXN-2981,PWY-1822,False,C[C@H](NC(CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))=O)C(=O)[O-].O,C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)).C[C@H]([NH3+])C([O-])=O,C[C@H](NC(CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))=O)C(=O)[O-].O>>C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)).C[C@H]([NH3+])C([O-])=O,LEFT-TO-RIGHT
RXN-16044,PWY-5353,False,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]>>CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],LEFT-TO-RIGHT
RXN-12730,PWY-6936,False,C(C[SeH])[C@H]([NH3+])C(=O)[O-].CN1([C@H](CNC2(/N=C(N)\NC(=O)C\1=2))CNC3(\C=C/C(/C(=O)N[C@H](C([O-])=O)CCC(N[C@H](C([O-])=O)CCC(N[C@H](C([O-])=O)CCC(=O)[O-])=O)=O)=C\C=3)),C[Se]CC[C@@H](C([O-])=O)[NH3+].C([C@@H]1(NC2(\C(NC(/N)=N/C(\NC1)=2)=O)))NC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC([O-])=O)=O)=O)=O)=C\C=3),C(C[SeH])[C@H]([NH3+])C(=O)[O-].CN1([C@H](CNC2(/N=C(N)\NC(=O)C\1=2))CNC3(\C=C/C(/C(=O)N[C@H](C([O-])=O)CCC(N[C@H](C([O-])=O)CCC(N[C@H](C([O-])=O)CCC(=O)[O-])=O)=O)=C\C=3))>>C[Se]CC[C@@H](C([O-])=O)[NH3+].C([C@@H]1(NC2(\C(NC(/N)=N/C(\NC1)=2)=O)))NC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC([O-])=O)=O)=O)=O)=C\C=3),LEFT-TO-RIGHT
RXN-8479,PWY-5399,True,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C(/C=C1(C[C@@H](C([O-])=O)NC(/C(=O)[O-])=C/1))=[N+]2([C@H](C([O-])=O)CC3(/C=C(C(/O)=C\C/2=3)/O)),[H+].C(/C=C1(C[C@H](NC(/C([O-])=O)=C/1)C([O-])=O))=[N+]2([C@@H](CC3(/C=C(C(/O)=C\C/2=3)/O[C@H]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)))C([O-])=O).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)),C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C(/C=C1(C[C@@H](C([O-])=O)NC(/C(=O)[O-])=C/1))=[N+]2([C@H](C([O-])=O)CC3(/C=C(C(/O)=C\C/2=3)/O))>>[H+].C(/C=C1(C[C@H](NC(/C([O-])=O)=C/1)C([O-])=O))=[N+]2([C@@H](CC3(/C=C(C(/O)=C\C/2=3)/O[C@H]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)))C([O-])=O).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)),LEFT-TO-RIGHT
TRANS-RXN4LZ-45,UNK,False,[Fe+3].[Fe+3],[Fe+3].[Fe+3],[Fe+3].[Fe+3]>>[Fe+3].[Fe+3],LEFT-TO-RIGHT
RXN-14011,PWY-5321,True,C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)O[C@@H]2([C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC4(\C(C5(/C(/O)=C\C(\O)=C/C(/OC(\C3(/C=C\C(\O)=C(/C=3)\O))=4)=5))=O))).C[C@@H]3(O[C@H](OP(OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)))([O-])=O)[C@H](O)[C@H](O)[C@@H](O)3),C[C@@H]6(O[C@H](OC4(\C=C(C5(\C(=O)C(/O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2([C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O))O)O)CO))=C(C3(\C=C/C(/O)=C(/C=3)/O))\OC(/C=4)=5))\O))[C@@H]([C@@H]([C@H]6O)O)O).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).[H+],C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)O[C@@H]2([C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC4(\C(C5(/C(/O)=C\C(\O)=C/C(/OC(\C3(/C=C\C(\O)=C(/C=3)\O))=4)=5))=O))).C[C@@H]3(O[C@H](OP(OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)))([O-])=O)[C@H](O)[C@H](O)[C@@H](O)3)>>C[C@@H]6(O[C@H](OC4(\C=C(C5(\C(=O)C(/O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2([C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O))O)O)CO))=C(C3(\C=C/C(/O)=C(/C=3)/O))\OC(/C=4)=5))\O))[C@@H]([C@@H]([C@H]6O)O)O).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).[H+],LEFT-TO-RIGHT
RXN-16190,PWY-5707,False,C/C=C/SC[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O.O,C/C=C/SC[C@H]([NH3+])C([O-])=O.C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O,C/C=C/SC[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O.O>>C/C=C/SC[C@H]([NH3+])C([O-])=O.C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O,LEFT-TO-RIGHT
RXN-16173,PWY-699,False,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C[C@H](O)[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34)))).O=O,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC(=O)[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34)))).O,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C[C@H](O)[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34)))).O=O>>CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC(=O)[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34)))).O,LEFT-TO-RIGHT
RXN-16368,PWY-7632,True,C(OC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))/C=C/C2(\C=C/C(/O)=C\C=2),C=C[C@@H](/C=C/C1(\C=C/C(/O)=C\C=1))C2(\C=C/C(/O)=C\C=2).C(=O)=O,C(OC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))/C=C/C2(\C=C/C(/O)=C\C=2)>>C=C[C@@H](/C=C/C1(\C=C/C(/O)=C\C=1))C2(\C=C/C(/O)=C\C=2).C(=O)=O,LEFT-TO-RIGHT
RXN-13922,PWY-7160,True,C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].COC2(\C=C(C3(\C(=O)C(/OC)=C(C1(\C=C(C(\O)=C(/C=1)\O)\O))\OC(/C=2)=3))\O),[H+].C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+].COC2(\C=C(C3(\C(=O)C(/OC)=C(C1(\C=C(C(\O)=C(/C=1)\O)\OC))\OC(/C=2)=3))\O).C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+].[H+],C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].COC2(\C=C(C3(\C(=O)C(/OC)=C(C1(\C=C(C(\O)=C(/C=1)\O)\O))\OC(/C=2)=3))\O)>>[H+].C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+].COC2(\C=C(C3(\C(=O)C(/OC)=C(C1(\C=C(C(\O)=C(/C=1)\O)\OC))\OC(/C=2)=3))\O).C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+].[H+],LEFT-TO-RIGHT
RXN-2541,PWY-1422,False,[H+].C1(\C(\O)=C/C(\CC([O-])=O)=C(\C=1)/O).CC(CCC[C@H](CCC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C)C)C,CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/CC1(/C=C(\C=C(C)/C(/O)=1)/O))C)C.C(=O)=O.O=P(O)(OP([O-])([O-])=O)[O-],[H+].C1(\C(\O)=C/C(\CC([O-])=O)=C(\C=1)/O).CC(CCC[C@H](CCC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C)C)C>>CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/CC1(/C=C(\C=C(C)/C(/O)=1)/O))C)C.C(=O)=O.O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
RXN-9567,UNK,False,CCCC1(C(=O)C(/O)=C(C)\O1).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),CC/C=C1(C(=O)C(/O)=C(C)\O1).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],CCCC1(C(=O)C(/O)=C(C)\O1).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5)>>CC/C=C1(C(=O)C(/O)=C(C)\O1).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],RIGHT-TO-LEFT
RXN-20028,UNK,False,COC2(/C3(OC(\C=C/C(\C=C1(\C=C/OC\1=2))=3)=O)).O=O,COC2(/C3(/OC(\C=C/C(/C(/O)=C1(\C=C/OC\1=2))=3)=O)).O,COC2(/C3(OC(\C=C/C(\C=C1(\C=C/OC\1=2))=3)=O)).O=O>>COC2(/C3(/OC(\C=C/C(/C(/O)=C1(\C=C/OC\1=2))=3)=O)).O,LEFT-TO-RIGHT
RXN-10624,PWY-5411,True,CC(C2(\CC[C@@H]3([C@@]1([C@H]([C@@](CCC1)(C=O)C)C\C=C(/C=2)/3)C)))C.O.C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5),CC(C)C1(\CC[C@H]2(C(/C=1)=C/C[C@@H]3([C@@](C)2CCC[C@](C([O-])=O)(C)3))).C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+],CC(C2(\CC[C@@H]3([C@@]1([C@H]([C@@](CCC1)(C=O)C)C\C=C(/C=2)/3)C)))C.O.C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5)>>CC(C)C1(\CC[C@H]2(C(/C=1)=C/C[C@@H]3([C@@](C)2CCC[C@](C([O-])=O)(C)3))).C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+],LEFT-TO-RIGHT
4.1.1.74-RXN,UNK,False,[H+].C([O-])(=O)C(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)),C(=O)=O.C(=O)CC1(\C2(\C(\N\C=1)=C/C=C\C=2)),[H+].C([O-])(=O)C(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))>>C(=O)=O.C(=O)CC1(\C2(\C(\N\C=1)=C/C=C\C=2)),
RXN-12440,PWY-6960,False,C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O).OO.[H+],C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O).C(O)[C@H](O)C1(C(=O)C(=O)C(=O)O1).O,C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O).OO.[H+]>>C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O).C(O)[C@H](O)C1(C(=O)C(=O)C(=O)O1).O,LEFT-TO-RIGHT
RXN-8488,PWY-5404,True,[H+].C(\C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=N\[C@@H](CC2(\C=C/C(/O)=C\C=2))C([O-])=O.O=O.C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O),C(\C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=N\[C@@H](CC2(\C=C(C(/O)=C\C=2)\O))C([O-])=O.O.C(O)[C@H](O)C1(C(=O)C(=O)C(=O)O1),[H+].C(\C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=N\[C@@H](CC2(\C=C/C(/O)=C\C=2))C([O-])=O.O=O.C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O)>>C(\C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=N\[C@@H](CC2(\C=C(C(/O)=C\C=2)\O))C([O-])=O.O.C(O)[C@H](O)C1(C(=O)C(=O)C(=O)O1),LEFT-TO-RIGHT
RXN-34,PWY-2002,True,C(C[C@H]([NH3+])C(=O)[O-])ONC(N)=[NH2+].O,[H+].C(C[C@H]([NH3+])C(=O)[O-])ON.C(=O)(N)N,C(C[C@H]([NH3+])C(=O)[O-])ONC(N)=[NH2+].O>>[H+].C(C[C@H]([NH3+])C(=O)[O-])ON.C(=O)(N)N,LEFT-TO-RIGHT
RXN-2946,PWY-2021,False,C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)).C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-],[H+].C(CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))(N[C@H](C(=O)[O-])CC([O-])=O)=O.C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O.O=P(O)(OP([O-])([O-])=O)[O-],C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)).C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-]>>[H+].C(CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))(N[C@H](C(=O)[O-])CC([O-])=O)=O.C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O.O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
PEPCARBOX-RXN,PWY-6549,False,[O-]P(=O)(O)[O-].C(C([O-])=O)C(=O)C([O-])=O,C=C(OP([O-])([O-])=O)C([O-])=O.C([O-])(=O)O,[O-]P(=O)(O)[O-].C(C([O-])=O)C(=O)C([O-])=O>>C=C(OP([O-])([O-])=O)C([O-])=O.C([O-])(=O)O,RIGHT-TO-LEFT
