ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-SMILES,REACTION-DIRECTION
RXN-11263,PWY-6442,False,C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)NCCCCN(CCCNC(/C=C/C2(/C=C(C(\O)=C(C=2)\OC)/O))=O)C(=O)/C=C/C3(/C=C(C(\O)=C(C=3)\OC)/O))\O),[H+].COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)NCCCCN(CCCNC(/C=C/C2(/C=C(C(\O)=C(C=2)\OC)/OC))=O)C(=O)/C=C/C3(/C=C(C(\O)=C(C=3)\OC)/O))\O).C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+],C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)NCCCCN(CCCNC(/C=C/C2(/C=C(C(\O)=C(C=2)\OC)/O))=O)C(=O)/C=C/C3(/C=C(C(\O)=C(C=3)\OC)/O))\O)>>[H+].COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)NCCCCN(CCCNC(/C=C/C2(/C=C(C(\O)=C(C=2)\OC)/OC))=O)C(=O)/C=C/C3(/C=C(C(\O)=C(C=3)\OC)/O))\O).C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+],LEFT-TO-RIGHT
SUGAR-PHOSPHATASE-RXN,UNK,False,O.O,[O-]P(=O)(O)[O-].[O-]P(=O)(O)[O-],O.O>>[O-]P(=O)(O)[O-].[O-]P(=O)(O)[O-],LEFT-TO-RIGHT
2.6.1.28-RXN,UNK,False,C([O-])(=O)C(=O)CC1(\C=C/C=C\C=1).C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2)).C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2)).C([O-])(=O)C(=O)CC1(\C=C/C=C\C=1),C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C=C\C=1).C([O-])(=O)C(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)).C([O-])(=O)C(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)).C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C=C\C=1),C([O-])(=O)C(=O)CC1(\C=C/C=C\C=1).C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2)).C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2)).C([O-])(=O)C(=O)CC1(\C=C/C=C\C=1)>>C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C=C\C=1).C([O-])(=O)C(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)).C([O-])(=O)C(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)).C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C=C\C=1),LEFT-TO-RIGHT
THIAMINASE-RXN,UNK,False,CC2(\[N+](/CC1(\C=N/C(\C)=N\C(/N)=1))=C/SC(/CCO)=2).O.O.CC2(\[N+](/CC1(\C=N/C(\C)=N\C(/N)=1))=C/SC(/CCO)=2),CC1(\N=C(C(/CO)=C\N=1)\N).CC1(\N=C/SC(/CCO)=1).[H+].[H+].CC1(\N=C/SC(/CCO)=1).CC1(\N=C(C(/CO)=C\N=1)\N),CC2(\[N+](/CC1(\C=N/C(\C)=N\C(/N)=1))=C/SC(/CCO)=2).O.O.CC2(\[N+](/CC1(\C=N/C(\C)=N\C(/N)=1))=C/SC(/CCO)=2)>>CC1(\N=C(C(/CO)=C\N=1)\N).CC1(\N=C/SC(/CCO)=1).[H+].[H+].CC1(\N=C/SC(/CCO)=1).CC1(\N=C(C(/CO)=C\N=1)\N),LEFT-TO-RIGHT
OXALYL-COA-DECARBOXYLASE-RXN,PWY-7985,False,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C([O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].[H+].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C([O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].C(=O)=O.CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C([O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].[H+].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C([O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]>>CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].C(=O)=O.CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],LEFT-TO-RIGHT
RXN-8308,PWY-782,False,CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/CCCCCCCC)=O)=O.O=O.[H+],CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O.O,CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/CCCCCCCC)=O)=O.O=O.[H+]>>CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O.O,LEFT-TO-RIGHT
RXN-8461,PWY-5394,True,C(=O)\C=C(C[C@H]([NH3+])C(=O)[O-])/C=C(C([O-])=O)/O,[H+].C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=O.O,C(=O)\C=C(C[C@H]([NH3+])C(=O)[O-])/C=C(C([O-])=O)/O>>[H+].C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=O.O,LEFT-TO-RIGHT
RXN-9091,UNK,False,CCC/C=C/C/C=C/CCCCCCCC1(\C(\O)=C(\C=C/C=1)\O),C\C=C/C=C/C=C/C(OC(/C=C/C=C/C=C\C)CCCCCCCC1(\C(\O)=C(\C=C/C=1)\O))CCCCCCCC2(/C=C\C=C(C(/O)=2)\O).[H],CCC/C=C/C/C=C/CCCCCCCC1(\C(\O)=C(\C=C/C=1)\O)>>C\C=C/C=C/C=C/C(OC(/C=C/C=C/C=C\C)CCCCCCCC1(\C(\O)=C(\C=C/C=1)\O))CCCCCCCC2(/C=C\C=C(C(/O)=2)\O).[H],LEFT-TO-RIGHT
RXN-9174,PWY-5826,False,[H+].C=C1(C(C(C(=O)[O-])C(C([O-])=O)=O)C1),C=C1(CC(CC(=O)C(=O)[O-])1).C(=O)=O,[H+].C=C1(C(C(C(=O)[O-])C(C([O-])=O)=O)C1)>>C=C1(CC(CC(=O)C(=O)[O-])1).C(=O)=O,LEFT-TO-RIGHT
RXN-7575,PWY-84,True,[H+].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],C2(/C=C(\C=C/C(/C=C/C1(/OC(=O)/C=C(\C=1)/[O-]))=2)/O).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].C(=O)=O,[H+].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]>>C2(/C=C(\C=C/C(/C=C/C1(/OC(=O)/C=C(\C=1)/[O-]))=2)/O).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].C(=O)=O,LEFT-TO-RIGHT
RXN-20313,PWY18C3-21,False,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C=CCC1(\C=C/C(/O)=C(\C=1)/OC),C=CCC2(\C=C/C(/O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))=C(\C=2)/OC).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).[H+],C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C=CCC1(\C=C/C(/O)=C(\C=1)/OC)>>C=CCC2(\C=C/C(/O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))=C(\C=2)/OC).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).[H+],LEFT-TO-RIGHT
GUANOSINE-DIPHOSPHATASE-RXN,UNK,False,O.C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))).O,[O-]P(=O)(O)[O-].C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))).[H+].[H+].C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))).[O-]P(=O)(O)[O-],O.C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))).O>>[O-]P(=O)(O)[O-].C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))).[H+].[H+].C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))).[O-]P(=O)(O)[O-],LEFT-TO-RIGHT
RXN-1223,PWYQT-4427,False,C(OP(=O)([O-])OP(=O)(O[C@H]1(O[C@H](CS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)1))[O-])[C@@H]2([C@@H](O)[C@@H](O)[C@@H](O2)N3(\C=C/C(=O)NC(=O)3)).O,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).[O-]S([O-])=O.[H+],C(OP(=O)([O-])OP(=O)(O[C@H]1(O[C@H](CS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)1))[O-])[C@@H]2([C@@H](O)[C@@H](O)[C@@H](O2)N3(\C=C/C(=O)NC(=O)3)).O>>C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).[O-]S([O-])=O.[H+],RIGHT-TO-LEFT
RXN-16219,PWY-6917,False,CC\C=C/C\C=C/C=C/[C@H](CCCCCCCC([O-])=O)OO.CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O,CC\C=C/C\C=C/C=C/[C@H](CCCCCCCC([O-])=O)O.CCCCCC1(OC(C\C=C/CCCCCCCC(=O)[O-])1),CC\C=C/C\C=C/C=C/[C@H](CCCCCCCC([O-])=O)OO.CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O>>CC\C=C/C\C=C/C=C/[C@H](CCCCCCCC([O-])=O)O.CCCCCC1(OC(C\C=C/CCCCCCCC(=O)[O-])1),LEFT-TO-RIGHT
OHMETHYLBILANESYN-RXN,PWY-5188,False,O.C(C1(\N\C=C(CCC(=O)[O-])/C(\CC(=O)[O-])=1))[NH3+],[NH4+].C(O)C4(\NC(/CC3(\NC(/CC2(\NC(/CC1(\N\C=C(CCC(=O)[O-])/C(\CC([O-])=O)=1))=C(CCC(=O)[O-])/C(\CC([O-])=O)=2))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4),O.C(C1(\N\C=C(CCC(=O)[O-])/C(\CC(=O)[O-])=1))[NH3+]>>[NH4+].C(O)C4(\NC(/CC3(\NC(/CC2(\NC(/CC1(\N\C=C(CCC(=O)[O-])/C(\CC([O-])=O)=1))=C(CCC(=O)[O-])/C(\CC([O-])=O)=2))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4),LEFT-TO-RIGHT
RXN-11501,PWY-6527,False,C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OC[C@@H]4([C@H](O)[C@H](O)[C@@H](O)[C@@H](OC[C@@H]3([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@]2(CO)([C@@H](O)[C@H](O)[C@@H](CO)O2))O3))O4)).O,C(O[C@@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O))[C@@H]2([C@H]([C@@H]([C@H]([C@H](O2)O[C@@]3(CO)([C@H]([C@@H]([C@@H](CO)O3)O)O))O)O)O).C(O)[C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)1),C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OC[C@@H]4([C@H](O)[C@H](O)[C@@H](O)[C@@H](OC[C@@H]3([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@]2(CO)([C@@H](O)[C@H](O)[C@@H](CO)O2))O3))O4)).O>>C(O[C@@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O))[C@@H]2([C@H]([C@@H]([C@H]([C@H](O2)O[C@@]3(CO)([C@H]([C@@H]([C@@H](CO)O3)O)O))O)O)O).C(O)[C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)1),LEFT-TO-RIGHT
RXN-7578,PWY-84,True,C(CC(CC(CC(/C=C/C1(\C=C/C(/O)=C\C=1))=O)=O)=O)([O-])=O,C2(/C=C(\C=C/C(/C=C/C(=O)CC1(\OC(=O)/C=C(\C=1)/[O-]))=2)/O).O,C(CC(CC(CC(/C=C/C1(\C=C/C(/O)=C\C=1))=O)=O)=O)([O-])=O>>C2(/C=C(\C=C/C(/C=C/C(=O)CC1(\OC(=O)/C=C(\C=1)/[O-]))=2)/O).O,LEFT-TO-RIGHT
1.3.7.2-RXN,UNK,False,C=CC1(\C(\NC(C(/C)=1)=O)=C\C4(\NC(/C=C3(C(/CCC(=O)[O-])=C(C)/C(\C[C@@H]2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC(=O)[O-])/C(\C)=4)),[H+].C=CC1(\C(\NC(C(/C)=1)=O)=C\C4(\NC(/C=C3(C(/CCC(=O)[O-])=C(C)/C(\C=C2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC(=O)[O-])/C(\C)=4)).C=CC1(\C(\NC(C(/C)=1)=O)=C\C4(\NC(/C=C3(C(/CCC(=O)[O-])=C(C)/C(\C=C2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC(=O)[O-])/C(\C)=4)).[H+],C=CC1(\C(\NC(C(/C)=1)=O)=C\C4(\NC(/C=C3(C(/CCC(=O)[O-])=C(C)/C(\C[C@@H]2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC(=O)[O-])/C(\C)=4))>>[H+].C=CC1(\C(\NC(C(/C)=1)=O)=C\C4(\NC(/C=C3(C(/CCC(=O)[O-])=C(C)/C(\C=C2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC(=O)[O-])/C(\C)=4)).C=CC1(\C(\NC(C(/C)=1)=O)=C\C4(\NC(/C=C3(C(/CCC(=O)[O-])=C(C)/C(\C=C2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC(=O)[O-])/C(\C)=4)).[H+],
DURIDKI-RXN,PWY-7199,False,C1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](CO)O2)).C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-],[H+].C(OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OP(=O)([O-])[O-])([O-])=O,C1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](CO)O2)).C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-]>>[H+].C(OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OP(=O)([O-])[O-])([O-])=O,LEFT-TO-RIGHT
SAMDECARB-RXN,BSUBPOLYAMSYN-PWY,False,C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].[H+],C(=O)=O.C[S+](CCC[NH3+])C[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(\C/2=N/C=N\C(/N)=3))),C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].[H+]>>C(=O)=O.C[S+](CCC[NH3+])C[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(\C/2=N/C=N\C(/N)=3))),LEFT-TO-RIGHT
RXN-8861,PWY-5660,False,CC2(\[C@H](C[C@H]1(C[C@@H]3(C([C@H](CC[C@@](C)(CCC(\C(C)(C)1)=2)3)O)=C)))O),CC5(/[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)C1(\C=C/C=C\C=1))C2(\C=C/C=C\C=2))C[C@@]4(O)([C@@H](OC(=O)C3(\C=C/C=C\C=3))[C@H]6([C@](C)(C(=O)[C@H](OC(C)=O)C(\C(C)(C)4)=5)[C@@H](O)C[C@H]7(OC[C@@](OC(=O)C)67)))),CC2(\[C@H](C[C@H]1(C[C@@H]3(C([C@H](CC[C@@](C)(CCC(\C(C)(C)1)=2)3)O)=C)))O)>>CC5(/[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)C1(\C=C/C=C\C=1))C2(\C=C/C=C\C=2))C[C@@]4(O)([C@@H](OC(=O)C3(\C=C/C=C\C=3))[C@H]6([C@](C)(C(=O)[C@H](OC(C)=O)C(\C(C)(C)4)=5)[C@@H](O)C[C@H]7(OC[C@@](OC(=O)C)67)))),LEFT-TO-RIGHT
RXN-8469,PWY-6806,False,CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)C[C@@H](CC(/C)=1)O))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)C[C@@H](CC(/C)=2)O).O=O,CC(/C=C/C=C(C)/C=O)=C\C=C\C=C(C)\C=C\C=C(C)\C=O.CC1(/C[C@@H](O)CC(C)(C)C(/C=O)=1),CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)C[C@@H](CC(/C)=1)O))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)C[C@@H](CC(/C)=2)O).O=O>>CC(/C=C/C=C(C)/C=O)=C\C=C\C=C(C)\C=C\C=C(C)\C=O.CC1(/C[C@@H](O)CC(C)(C)C(/C=O)=1),LEFT-TO-RIGHT
RXN-6721,PWY-4201,True,C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].C(=O)([O-])/C=C/C1(\C=C/C=C\C=1),COC(/C=C/C1(\C=C/C=C\C=1))=O.C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+],C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].C(=O)([O-])/C=C/C1(\C=C/C=C\C=1)>>COC(/C=C/C1(\C=C/C=C\C=1))=O.C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+],LEFT-TO-RIGHT
RXN-11440,PWYQT-4472,True,CSCCCCCC(/SC[C@H]([NH3+])C(=O)NCC([O-])=O)=N\O.O,CSCCCCCC(/S)=N\O.C(O)[C@H]([NH3+])C(=O)NCC([O-])=O,CSCCCCCC(/SC[C@H]([NH3+])C(=O)NCC([O-])=O)=N\O.O>>CSCCCCCC(/S)=N\O.C(O)[C@H]([NH3+])C(=O)NCC([O-])=O,LEFT-TO-RIGHT
RXN-5166,PWY-3061,False,[H+].CC([C@H]1(CC[C@H](CC1=O)C))C.C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N),CC([C@H]1(CC[C@H](C[C@H]1O)C))C.C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),[H+].CC([C@H]1(CC[C@H](CC1=O)C))C.C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N)>>CC([C@H]1(CC[C@H](C[C@H]1O)C))C.C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),LEFT-TO-RIGHT
RXN-14473,UNK,False,O.O,[O-]P(=O)(O)[O-].[O-]P(=O)(O)[O-],O.O>>[O-]P(=O)(O)[O-].[O-]P(=O)(O)[O-],LEFT-TO-RIGHT
