Epoch,Global Step,Loss,NLL-Loss,Arc-Loss,Brc-Loss,Align-Loss
137,34400,3949.7654,750.4241,127.1278,197.8766,2874.337
137,34600,4001.6325,760.5718,128.7333,201.5657,2910.7618
138,34800,3891.6774,738.7653,125.6065,198.8806,2828.4249
139,35000,3969.6685,755.9607,125.205,200.3082,2888.1946
140,35200,3913.5534,744.5852,124.6765,194.306,2849.9857
141,35400,3945.7216,749.9119,127.4761,196.8106,2871.5231
141,35600,3931.494,747.0529,122.5268,192.6229,2869.2914
142,35800,3948.8245,753.1737,123.5326,192.6372,2879.4811
143,36000,3962.871,757.9228,122.8522,192.5534,2889.5426
144,36200,3961.2601,752.6958,122.4308,193.0963,2893.0373
145,36400,4033.3893,763.7057,129.2982,201.9305,2938.455
145,36600,3909.5327,743.4654,122.0335,187.9055,2856.1284
146,36800,3940.986,746.087,125.062,198.1289,2871.7082
147,37000,3897.9969,740.7075,120.3835,188.1505,2848.7554
148,37200,3912.6966,740.3203,125.9812,194.0746,2852.3205
149,37400,4028.2683,766.782,124.8502,195.1426,2941.4935
149,37600,3930.1423,749.5475,117.57,189.3478,2873.677
150,37800,3885.1847,736.686,123.9277,190.2149,2834.3562
151,38000,3972.4653,755.7751,118.8317,188.6401,2909.2183
152,38200,3962.0422,755.1417,126.1354,195.1751,2885.59
153,38400,3918.5654,745.8299,117.5988,185.4167,2869.72
153,38600,3948.6019,750.7689,120.7214,189.5941,2887.5175
154,38800,3954.8658,751.1455,120.9571,193.1947,2889.5686
155,39000,3892.6708,743.022,118.295,179.47,2851.8837
156,39200,3942.0598,744.9754,122.1813,191.3979,2883.5052
156,39400,3947.2038,747.9488,121.8699,189.2451,2888.14
157,39600,3948.8776,750.5695,117.6002,183.7298,2896.9781
158,39800,3907.6834,742.1368,119.4621,184.0874,2861.9972
159,40000,3829.5954,729.171,113.5228,182.8352,2804.0665
160,40200,3943.801,749.0949,115.858,180.6695,2898.1786
160,40400,3953.6705,752.4831,121.6827,189.899,2889.6056
161,40600,3944.4962,750.0661,118.013,184.279,2892.1381
162,40800,3992.2113,757.2312,116.9482,183.4872,2934.5448
163,41000,3883.8247,737.9372,120.6891,189.3081,2835.8902
164,41200,3851.484,734.8889,116.6701,179.1098,2820.8152
164,41400,3965.6294,752.7654,116.6186,184.3766,2911.8688
165,41600,3847.7004,731.5972,117.2822,182.5841,2816.237
166,41800,3981.5623,757.0345,117.5352,183.997,2922.9956
167,42000,3902.2792,740.5841,120.3972,182.7651,2858.5328
168,42200,3864.8948,735.5454,114.8054,177.4791,2837.0649
168,42400,3902.812,743.9754,112.5801,176.0404,2870.2162
169,42600,3865.732,734.061,112.4448,174.2006,2845.0257
170,42800,3949.7555,754.3664,111.9794,173.134,2910.2756
171,43000,3877.1704,734.0392,116.0025,183.3803,2843.7483
172,43200,3834.2128,731.8959,113.5849,174.1871,2814.5448
172,43400,3818.4801,725.5433,109.6665,170.5463,2812.724
173,43600,3897.9653,738.6526,113.5637,177.9506,2867.7983
174,43800,3865.0675,739.6471,112.0456,176.0739,2837.3008
175,44000,3921.2114,740.521,114.0149,174.4813,2892.1941
176,44200,3887.9666,742.8377,112.9773,177.1654,2854.9863
176,44400,3864.9438,732.7796,112.8611,174.8732,2844.4299
177,44600,3809.5633,727.5198,107.335,170.6212,2804.0873
178,44800,3927.6707,745.5459,116.6364,174.0729,2891.4155
179,45000,3907.4222,740.3059,116.2521,180.0303,2870.834
180,45200,3774.9371,719.4366,108.8616,167.7557,2778.8833
180,45400,3870.8051,738.2587,110.8741,173.5172,2848.1551
181,45600,3891.5145,738.8423,111.5792,171.8909,2869.2021
182,45800,3917.6684,741.3242,114.617,175.9381,2885.7891
183,46000,3889.6182,735.3046,111.1232,173.3176,2869.8728
184,46200,3828.7517,728.0348,110.6435,174.6958,2815.3776
184,46400,3873.902,738.8414,108.1113,167.3276,2859.6216
185,46600,3906.2577,746.1496,107.7438,166.9263,2885.4379
186,46800,3920.7423,743.9318,111.1392,175.5283,2890.143
187,47000,3872.3136,740.1201,106.5973,164.092,2861.5041
188,47200,3843.8859,729.7483,108.6207,167.639,2837.8778
188,47400,3852.5059,732.8219,111.1281,173.3601,2835.1957
189,47600,3749.9348,713.4016,105.7898,161.4046,2769.3388
190,47800,3932.6297,746.8055,108.2049,168.4022,2909.2171
191,48000,3802.1419,727.2141,108.0502,165.9824,2800.8952
192,48200,3843.1946,731.4388,103.1321,158.1391,2850.4845
192,48400,3821.8633,726.9777,108.6256,168.0458,2818.2142
193,48600,3845.2232,730.0583,106.0816,163.2773,2845.8061
194,48800,3842.4982,734.198,103.4676,163.3629,2841.4697
195,49000,3809.5823,725.7598,106.7467,165.5324,2811.5434
195,49200,3869.9255,736.8801,107.5194,165.4993,2860.0266
196,49400,3901.4419,743.0755,106.1503,162.7835,2889.4327
197,49600,3803.9722,724.2546,104.6121,162.4842,2812.6213
198,49800,3851.2618,729.2667,108.7203,167.8145,2845.4603
199,50000,3834.3638,729.3234,103.3283,160.9082,2840.8039
199,50200,3880.4278,739.9502,107.1164,164.1934,2869.1678
200,50400,3846.0419,733.5821,101.9354,156.999,2853.5254
201,50600,3872.5659,738.2022,106.9966,165.6125,2861.7546
202,50800,3801.7194,724.1578,105.3372,158.3852,2813.8391
203,51000,3873.7109,736.3136,107.5611,166.3663,2863.47
203,51200,3860.3335,735.4721,103.0776,160.7888,2860.995
204,51400,3792.1485,722.4507,103.2808,158.2262,2808.1908
205,51600,3894.9702,739.9765,106.2455,166.7301,2882.0181
